resample
"[[108230.20823747 -62969.44321098   1524.        ]
 [106998.01367557 -62669.17194044   1519.16149146]
 [105808.64241593 -62474.66722742   1512.1128    ]
 [104655.84351529 -61994.3384339    1502.77887437]
 [103693.66190178 -61395.89573631   1489.3079397 ]
 [102696.92877204 -60938.78384592   1486.39625729]
 [101629.40657304 -60673.52439821   1474.9272    ]
 [100689.47085483 -60391.05428195   1469.23249447]
 [ 99748.68542212 -59830.05989714   1456.3344    ]
 [ 98741.8697832  -59308.19065032   1451.88646432]
 [ 97761.36943319 -58820.26957345   1437.7416    ]
 [ 96764.06089895 -58384.754128     1434.54043417]
 [ 95795.55260676 -57975.09899911   1431.036     ]
 [ 94821.48838236 -57611.40231974   1419.4536    ]
 [ 93795.63636763 -57282.79500615   1414.55688844]
 [ 92730.23152788 -56971.33652169   1411.22093668]
 [ 91671.52326971 -56635.15612703   1400.8608    ]
 [ 90652.96586932 -56241.19508311   1392.17170251]
 [ 89665.01897232 -55834.75427684   1384.4016    ]
 [ 88728.59663889 -55435.44000494   1375.9039598 ]
 [ 87789.26957488 -55003.66813417   1365.8088    ]
 [ 86821.46137355 -54554.09203186   1359.46467136]
 [ 85820.1882746  -54152.34184254   1347.53305327]
 [ 84801.31546388 -53784.66449122   1343.02538291]
 [ 83233.96948581 -53226.06697272   1330.24369447]
 [ 82066.36477165 -52794.86048286   1315.80781508]
 [ 81083.81402359 -52408.01627348   1310.0304    ]
 [ 80113.96696924 -52006.3023093    1310.0304    ]
 [ 79119.25468227 -51648.37707129   1295.66497688]
 [ 78238.47017714 -51342.53677759   1291.4376    ]
 [ 77776.35709743 -51138.19647597   1278.37561809]
 [ 76888.83352501 -50759.20147197   1265.68582915]
 [ 75549.737489   -50246.61310707   1261.0862593 ]
 [ 74521.16454063 -49814.94447354   1249.2465407 ]
 [ 73434.56301829 -49379.50264142   1242.6696    ]
 [ 72352.38462941 -48979.42019382   1232.80725226]
 [ 71339.59420444 -48624.16761396   1224.0768    ]
 [ 70364.02081319 -48265.54620756   1216.36796382]
 [ 69402.73509433 -47942.61887388   1205.484     ]
 [ 68473.98051074 -47478.52614338   1199.35430352]
 [ 67484.5627764  -47148.22215202   1186.8912    ]
 [ 66568.75063783 -46808.94580844   1182.06494472]
 [ 65637.46861538 -46451.67500589   1168.2984    ]
 [ 64687.41390569 -46106.61433542   1163.70342513]
 [ 63771.14135116 -45752.34011271   1152.77810653]
 [ 62816.3587191  -45390.46006819   1148.47721005]
 [ 61825.94257022 -45025.51828169   1135.48874774]
 [ 60846.59718542 -44588.44133911   1121.9688    ]
 [ 59840.47240134 -44237.89274909   1118.19938894]
 [ 58856.42726407 -43863.89222383   1104.01623317]
 [ 57888.99820167 -43455.69047098   1100.91003015]
 [ 56912.41300362 -43074.58013156   1091.04615075]
 [ 55938.58475972 -42698.5002459    1087.83885829]
 [ 54529.7267007  -42219.06620829   1074.7983196 ]
 [ 53317.49119373 -41678.63016529   1061.80219899]
 [ 52372.55601396 -41347.60083988   1052.1696    ]
 [ 51496.09766401 -41040.97971598   1052.1696    ]
 [ 50559.7847775  -40698.14582777   1043.0256    ]
 [ 49606.17558271 -40412.04687382   1037.28034975]
 [ 48703.46982865 -40019.04414415   1033.43895075]
 [ 47859.64236306 -39612.92364546   1024.4328    ]
 [ 46991.62204763 -39270.51231096   1024.4328    ]
 [ 46117.29214017 -38956.23934672   1014.984     ]
 [ 45243.32012876 -38658.09314128   1014.984     ]
 [ 44391.60232508 -38346.92797775   1005.84      ]
 [ 43572.95042264 -38016.04191577   1001.51919196]
 [ 42778.46366197 -37692.2907205     996.3912    ]
 [ 41981.9800722  -37395.2342152     987.2472    ]
 [ 41205.63425451 -37120.24475391    979.38979296]
 [ 40460.40969252 -36842.71334555    968.6544    ]
 [ 39710.12748199 -36542.38122485    959.49814673]
 [ 38963.142995   -36253.91691729    939.6432603 ]
 [ 38194.35686563 -35954.48028513    928.57243417]
 [ 37414.16378077 -35644.38984725    922.02      ]
 [ 36635.94120233 -35329.34557756    911.73644623]
 [ 35830.261762   -35045.67573244    898.60247638]
 [ 35043.88053887 -34746.15022597    885.45165829]
 [ 34273.75102933 -34434.91929563    881.70981709]
 [ 33498.77122007 -34128.79195898    868.61567035]
 [ 32702.16571474 -33860.13053466    855.67315779]
 [ 31895.28051105 -33595.47782587    842.63568241]
 [ 31148.41793963 -33293.07064611    838.5048    ]
 [ 29962.6759769  -32811.82924299    829.3608    ]
 [ 29221.87270117 -32534.42462219    821.9537005 ]
 [ 28474.41625319 -32258.89132335    819.912     ]
 [ 27765.84440364 -31982.51584676    819.912     ]
 [ 27085.9231725  -31707.32931667    810.768     ]
 [ 26400.10658516 -31445.89949685    810.768     ]
 [ 25710.50738284 -31186.87391653    803.02853065]
 [ 25022.94333913 -30925.5953036     799.25146131]
 [ 24345.03925635 -30663.98588367    792.1752    ]
 [ 23670.5303372  -30399.27648455    782.35880201]
 [ 23015.51636261 -30129.94488309    773.5824    ]
 [ 22359.04263392 -29869.06675164    765.5105608 ]
 [ 21742.41959212 -29620.7347071     754.9896    ]
 [ 21105.06213088 -29360.85431563    747.24859899]
 [ 20449.13194239 -29095.92969055    735.52375477]
 [ 19795.09190689 -28814.93657779    724.8144    ]
 [ 19113.82221577 -28543.99188516    718.5790191 ]
 [ 18456.34822532 -28273.35997732    704.1431397 ]
 [ 17830.38571273 -28029.60174496    692.56380302]
 [ 17196.01564452 -27777.70314267    688.75150553]
 [ 16536.77526385 -27506.64177326    675.72781508]
 [ 15864.71019752 -27236.39685253    662.71484623]
 [ 15202.18410015 -26953.84707988    649.54411658]
 [ 14531.41438664 -26672.35631732    643.4328    ]
 [ 13894.65126376 -26428.60992694    632.65145729]
 [ 13295.97197574 -26147.30453516    619.61704523]
 [ 12656.88830101 -25874.99434077    615.3912    ]
 [ 11981.13482718 -25607.41700273    602.78105729]
 [ 10949.39576866 -25196.23480167    589.72213869]
 [ 10159.58151418 -24913.58120198    576.55140905]
 [  9532.75681845 -24628.16455609    569.0616    ]
 [  8902.00542572 -24349.13694444    559.66028141]
 [  8234.08317942 -24113.13427113    555.9368201 ]
 [  7556.44417062 -23987.4961942     550.4688    ]
 [  6854.04014009 -24022.72015656    550.4688    ]
 [  6142.14932414 -24201.28596119    550.4688    ]
 [  5530.67398214 -24326.99828629    550.4688    ]
 [  4940.20967858 -24408.38121703    550.4688    ]
 [  4322.54850731 -24460.03238386    550.4688    ]
 [  3698.73106206 -24496.26429578    548.09472965]
 [  3084.41887428 -24526.62849794    541.02      ]
 [  2492.92844809 -24556.75909881    531.25874171]
 [  1916.15239876 -24585.11832992    522.4272    ]
 [  1357.91305618 -24610.45309807    512.24167236]
 [   784.51000401 -24638.81549714    510.8448    ]
 [   209.59316697 -24670.99050932    505.98331658]
 [  -367.74535642 -24702.69285687    492.252     ]
 [  -926.71018895 -24726.01366939    488.69395779]
 [ -1462.38591691 -24739.0661388     474.64865126]
 [ -2007.58029457 -24754.43909598    471.50262513]
 [ -2576.00004822 -24745.31605791    460.06879598]
 [ -3134.55110673 -24645.71522851    457.5048    ]
 [ -3677.13076507 -24379.32635978    457.5048    ]
 [ -4193.60479232 -24036.17224946    457.5048    ]
 [ -4681.74222608 -23707.32213084    457.5048    ]
 [ -5169.94754464 -23407.47877967    457.5048    ]
 [ -6036.31276398 -22959.07776976    457.5048    ]
 [ -6526.2632299  -22731.0325385     452.22057889]
 [ -7050.02355907 -22464.84729169    448.3608    ]
 [ -7525.16544065 -22195.59732936    438.912     ]
 [ -8004.969207   -21934.70733395    438.912     ]
 [ -8503.11433812 -21669.10997059    429.768     ]
 [ -9018.60472846 -21403.57434419    423.97526834]
 [ -9529.76249841 -21137.94932772    420.13540101]
 [-10025.42082918 -20831.20391469    411.1752    ]
 [-10440.31979926 -20478.53839377    403.29328643]
 [-10793.95897122 -20058.99150613    399.52081206]
 [-11134.92261935 -19606.02788456    392.5824    ]
 [-11487.38789225 -19156.51444107    392.06010452]
 [-11859.25436404 -18717.52631022    383.1336    ]
 [-12214.40362647 -18283.68294559    383.1336    ]
 [-12501.96687389 -17824.76654698    373.9896    ]
 [-12717.31778027 -17275.45160948    373.9896    ]
 [-12697.98492797 -16664.6723381     373.9896    ]
 [-12579.91063168 -16064.31181921    369.2889407 ]
 [-12516.71773306 -15482.78663158    364.5408    ]
 [-12461.84002979 -14903.76787214    364.5408    ]
 [-12319.51100227 -14359.79970219    357.96998593]
 [-12145.51394622 -13859.8327676     364.5408    ]
 [-11929.76034906 -13378.94109951    364.5408    ]
 [-11639.35887045 -12925.53308583    364.5408    ]
 [-11283.37328576 -12514.85477506    364.5408    ]
 [-10876.11066303 -12162.73042898    364.5408    ]
 [-10453.59751207 -11853.01713312    363.07040804]
 [ -9873.41752489 -11435.95749744    350.03140101]
 [ -9366.05945656 -11031.82957002    337.03374874]
 [ -8994.65570974 -10715.30682956    336.804     ]
 [ -8628.70583702 -10402.79243597    329.3494191 ]
 [ -8281.12226633 -10090.45214771    325.5631598 ]
 [ -7950.15846494  -9775.48213871    318.2112    ]
 [ -7624.7695296   -9462.27641409    308.7624    ]
 [ -7314.92898438  -9207.79786763    304.94857085]
 [ -6974.12511952  -8927.41271144    291.83144925]
 [ -6618.07765345  -8618.35531388    287.49226131]
 [ -6262.26293526  -8303.82677604    278.5872    ]
 [ -5915.65607446  -7993.15955595    271.5768    ]
 [ -5577.08178659  -7695.50623378    266.33852864]
 [ -5242.06983443  -7406.60664188    259.9944    ]
 [ -4900.23707614  -7114.89016065    252.984     ]
 [ -4552.50711442  -6819.30768444    245.18479598]
 [ -4209.39562815  -6525.24077131    234.3912    ]
 [ -3876.15699323  -6221.95149923    229.93407437]
 [ -3542.41961284  -5915.97464516    225.2472    ]
 [ -3205.26444056  -5606.87718436    215.7984    ]
 [ -2862.92323896  -5306.06457948    209.31948543]
 [ -2531.38449486  -5028.81141499    205.56232764]
 [ -2186.77723397  -4724.87782932    197.2056    ]
 [ -1841.36135889  -4425.21410994    188.70489648]
 [ -1500.56996267  -4130.12656455    178.6128    ]
 [ -1163.89644921  -3835.02998478    171.81223719]
 [  -832.03121155  -3540.2684045     168.04435779]
 [  -500.7127467   -3254.21551028    160.02      ]
 [  -166.66041778  -2962.02019085    151.19764824]
 [   405.95757207  -2446.79428967    141.4272    ]
 [   748.78966852  -2154.71622071    141.4272    ]
 [  1071.15934654  -1879.29000797    141.4272    ]
 [  1393.44497671  -1603.79618623    141.4272    ]
 [  1488.75523658  -1523.39355758    141.4272    ]]"
"[[-8.58587201e+04  8.09486104e+04  1.47492720e+03]
 [-8.50021903e+04  8.01939857e+04  1.45161689e+03]
 [-8.41256599e+04  7.94259879e+04  1.42632156e+03]
 [-8.32085316e+04  7.86421215e+04  1.41011814e+03]
 [-8.23392099e+04  7.78489095e+04  1.38570504e+03]
 [-8.14888549e+04  7.70376898e+04  1.36319579e+03]
 [-8.05738491e+04  7.63376323e+04  1.34310503e+03]
 [-7.96991788e+04  7.55421449e+04  1.31791385e+03]
 [-7.88891257e+04  7.46659301e+04  1.29835151e+03]
 [-7.80072361e+04  7.39307600e+04  1.27753014e+03]
 [-7.71192941e+04  7.32242386e+04  1.25384458e+03]
 [-7.62860511e+04  7.24563439e+04  1.23749106e+03]
 [-7.54254404e+04  7.16580732e+04  1.22097672e+03]
 [-7.45176073e+04  7.08838491e+04  1.20446238e+03]
 [-7.36215335e+04  7.01028225e+04  1.18863729e+03]
 [-7.21746548e+04  6.89135136e+04  1.15527930e+03]
 [-7.12915410e+04  6.81602759e+04  1.13876496e+03]
 [-7.04239275e+04  6.73970270e+04  1.12243442e+03]
 [-6.95330291e+04  6.66590388e+04  1.11495840e+03]
 [-6.86780695e+04  6.59128550e+04  1.11070958e+03]
 [-6.78612897e+04  6.52184906e+04  1.09636560e+03]
 [-6.70032037e+04  6.45486330e+04  1.09094047e+03]
 [-6.61718559e+04  6.38184686e+04  1.08021120e+03]
 [-6.53180037e+04  6.31478859e+04  1.06910821e+03]
 [-6.45262734e+04  6.23423708e+04  1.06161840e+03]
 [-6.36970458e+04  6.16279002e+04  1.04679348e+03]
 [-6.28859337e+04  6.09330723e+04  1.04027168e+03]
 [-6.20482865e+04  6.03321576e+04  1.02447875e+03]
 [-6.12863064e+04  5.95925611e+04  1.01783288e+03]
 [-6.05203096e+04  5.88738615e+04  1.00584000e+03]
 [-5.97408983e+04  5.81854704e+04  9.95426255e+02]
 [-5.90260737e+04  5.75554870e+04  9.87247200e+02]
 [-5.82842923e+04  5.69203277e+04  9.75664800e+02]
 [-5.75111717e+04  5.62732847e+04  9.66151670e+02]
 [-5.67518359e+04  5.55869769e+04  9.57072000e+02]
 [-5.60305497e+04  5.48267400e+04  9.42844426e+02]
 [-5.53258847e+04  5.41731080e+04  9.31468800e+02]
 [-5.45715890e+04  5.35158721e+04  9.31183912e+02]
 [-5.38213908e+04  5.28047478e+04  9.15311337e+02]
 [-5.29944353e+04  5.21403579e+04  8.99429572e+02]
 [-5.22235276e+04  5.14524083e+04  8.92953721e+02]
 [-5.14381102e+04  5.08337192e+04  8.77114842e+02]
 [-5.06872027e+04  5.01750234e+04  8.70514927e+02]
 [-4.99156328e+04  4.94696455e+04  8.57097600e+02]
 [-4.91500775e+04  4.87498115e+04  8.48367148e+02]
 [-4.79347077e+04  4.76412548e+04  8.32485383e+02]
 [-4.71986573e+04  4.69592233e+04  8.19912000e+02]
 [-4.64889956e+04  4.62057963e+04  8.10150742e+02]
 [-4.57865763e+04  4.54848588e+04  8.01319200e+02]
 [-4.50944608e+04  4.47526192e+04  7.87711948e+02]
 [-4.43517101e+04  4.40665328e+04  7.81118159e+02]
 [-4.35991757e+04  4.34028966e+04  7.65273154e+02]
 [-4.29205475e+04  4.26925992e+04  7.58803429e+02]
 [-4.22445940e+04  4.19469546e+04  7.43407200e+02]
 [-4.15360046e+04  4.12603902e+04  7.36467256e+02]
 [-4.07796821e+04  4.05054784e+04  7.24814400e+02]
 [-4.00628477e+04  3.97844098e+04  7.13205962e+02]
 [-3.93562643e+04  3.90803679e+04  7.05517037e+02]
 [-3.86330769e+04  3.83828671e+04  6.91614175e+02]
 [-3.79106515e+04  3.76792276e+04  6.80618400e+02]
 [-3.71906635e+04  3.69750584e+04  6.69239711e+02]
 [-3.64709414e+04  3.62745981e+04  6.62025600e+02]
 [-3.57847318e+04  3.55765856e+04  6.56185387e+02]
 [-3.51290450e+04  3.49716460e+04  6.49636016e+02]
 [-3.44111305e+04  3.43180426e+04  6.43432800e+02]
 [-3.36669196e+04  3.36298279e+04  6.43432800e+02]
 [-3.29257154e+04  3.29149925e+04  6.43432800e+02]
 [-3.22044519e+04  3.22059947e+04  6.43432800e+02]
 [-3.14575131e+04  3.15274209e+04  6.43432800e+02]
 [-3.07219199e+04  3.08523372e+04  6.43432800e+02]
 [-3.00019328e+04  3.01770188e+04  6.43432800e+02]
 [-2.92364181e+04  2.95255981e+04  6.43432800e+02]
 [-2.85705347e+04  2.88354170e+04  6.43432800e+02]
 [-2.79024138e+04  2.81559831e+04  6.43432800e+02]
 [-2.72435637e+04  2.75159902e+04  6.43432800e+02]
 [-2.62120250e+04  2.65441408e+04  6.43432800e+02]
 [-2.54039493e+04  2.57616591e+04  6.43432800e+02]
 [-2.47163890e+04  2.50660680e+04  6.43432800e+02]
 [-2.40214938e+04  2.43931208e+04  6.43432800e+02]
 [-2.33093726e+04  2.37247091e+04  6.43432800e+02]
 [-2.26155696e+04  2.30572161e+04  6.43432800e+02]
 [-2.19182708e+04  2.23855640e+04  6.43432800e+02]
 [-2.12285982e+04  2.16955764e+04  6.43432800e+02]
 [-2.05719457e+04  2.10406874e+04  6.43432800e+02]
 [-1.99016817e+04  2.03780278e+04  6.43432800e+02]
 [-1.92147955e+04  1.97370595e+04  6.43432800e+02]
 [-1.84924713e+04  1.90408565e+04  6.43432800e+02]
 [-1.77814897e+04  1.83461867e+04  6.43432800e+02]
 [-1.70989473e+04  1.76782131e+04  6.43432800e+02]
 [-1.64455404e+04  1.70451261e+04  6.43432800e+02]
 [-1.57719740e+04  1.64027515e+04  6.43432800e+02]
 [-1.50805239e+04  1.57345709e+04  6.43242874e+02]
 [-1.43846022e+04  1.50558984e+04  6.33984000e+02]
 [-1.36981529e+04  1.43819456e+04  6.30078271e+02]
 [-1.30804068e+04  1.37144907e+04  6.23605483e+02]
 [-1.25830398e+04  1.29185345e+04  6.07763542e+02]
 [-1.22975630e+04  1.19746473e+04  5.91881777e+02]
 [-1.22520552e+04  1.09744901e+04  5.78205600e+02]
 [-1.24064991e+04  9.99120324e+03  5.69567047e+02]
 [-1.27945716e+04  9.07214607e+03  5.59612800e+02]
 [-1.33657488e+04  8.25442221e+03  5.50468800e+02]
 [-1.40772429e+04  7.55073774e+03  5.50468800e+02]
 [-1.48537841e+04  6.92905679e+03  5.50468800e+02]
 [-1.56034211e+04  6.34250842e+03  5.50468800e+02]
 [-1.63321257e+04  5.77162868e+03  5.39503658e+02]
 [-1.70323694e+04  5.20257876e+03  5.31876000e+02]
 [-1.79358302e+04  4.42743121e+03  5.15792056e+02]
 [-1.87781725e+04  3.69555728e+03  5.10844800e+02]
 [-1.93727796e+04  3.13989836e+03  5.03975313e+02]
 [-1.99977594e+04  2.56059399e+03  4.95918790e+02]
 [-2.07722290e+04  1.93584215e+03  4.89539433e+02]
 [-2.12732470e+04  1.39748029e+03  4.84193946e+02]
 [-2.18697742e+04  8.52873931e+02  4.68335156e+02]
 [-2.25106322e+04  2.90811325e+02  4.62252941e+02]
 [-2.31216808e+04 -2.59115803e+02  4.57504800e+02]
 [-2.37285723e+04 -8.09620109e+02  4.57504800e+02]
 [-2.43104088e+04 -1.35945996e+03  4.57504800e+02]
 [-2.48890311e+04 -1.85111204e+03  4.57504800e+02]
 [-2.54581463e+04 -2.34263087e+03  4.57504800e+02]
 [-2.59934591e+04 -2.84776370e+03  4.57504800e+02]
 [-2.65271241e+04 -3.33210489e+03  4.57504800e+02]
 [-2.70760046e+04 -3.80751859e+03  4.57504800e+02]
 [-2.75567080e+04 -4.27075081e+03  4.57504800e+02]
 [-2.80133007e+04 -4.86036639e+03  4.57504800e+02]
 [-2.82857653e+04 -5.51105104e+03  4.57504800e+02]
 [-2.83603268e+04 -6.24497434e+03  4.57504800e+02]
 [-2.82101107e+04 -7.08516824e+03  4.57504800e+02]
 [-2.81867731e+04 -7.78438232e+03  4.57504800e+02]
 [-2.81686668e+04 -8.47824108e+03  4.57504800e+02]
 [-2.81296400e+04 -9.19603133e+03  4.57504800e+02]
 [-2.80969541e+04 -9.91402414e+03  4.57504800e+02]
 [-2.80556723e+04 -1.06342176e+04  4.56034408e+02]
 [-2.80030593e+04 -1.13616539e+04  4.48360800e+02]
 [-2.79060551e+04 -1.20538886e+04  4.38912000e+02]
 [-2.74208811e+04 -1.26758096e+04  4.36430714e+02]
 [-2.68930394e+04 -1.31767736e+04  4.29768000e+02]
 [-2.64395523e+04 -1.36028072e+04  4.20319200e+02]
 [-2.58767568e+04 -1.41868946e+04  4.16827019e+02]
 [-2.52181662e+04 -1.48928946e+04  4.01726400e+02]
 [-2.47207433e+04 -1.54186950e+04  4.01726400e+02]
 [-2.42226300e+04 -1.59386083e+04  3.92582400e+02]
 [-2.37528635e+04 -1.64474886e+04  3.83133600e+02]
 [-2.32760467e+04 -1.69707899e+04  3.83133600e+02]
 [-2.27511134e+04 -1.74389688e+04  3.73989600e+02]
 [-2.20672608e+04 -1.77919726e+04  3.64540800e+02]
 [-2.14241022e+04 -1.79286448e+04  3.64540800e+02]
 [-2.07497494e+04 -1.81025851e+04  3.64540800e+02]
 [-2.01305112e+04 -1.81070253e+04  3.64540800e+02]
 [-1.95965515e+04 -1.79583045e+04  3.64540800e+02]
 [-1.90229596e+04 -1.77813598e+04  3.64540800e+02]
 [-1.83974367e+04 -1.76402882e+04  3.64540800e+02]
 [-1.77749603e+04 -1.75087008e+04  3.64540800e+02]
 [-1.71636605e+04 -1.73708439e+04  3.64540800e+02]
 [-1.65618520e+04 -1.71519862e+04  3.64540800e+02]
 [-1.60136342e+04 -1.68165208e+04  3.64540800e+02]
 [-1.54912053e+04 -1.64191579e+04  3.64540800e+02]
 [-1.50195643e+04 -1.59751886e+04  3.64540800e+02]
 [-1.45606949e+04 -1.55397885e+04  3.64540800e+02]
 [-1.40681921e+04 -1.51339586e+04  3.64540800e+02]
 [-1.36230354e+04 -1.47486456e+04  3.64540800e+02]
 [-1.31595014e+04 -1.43444742e+04  3.64540800e+02]
 [-1.26702773e+04 -1.39375924e+04  3.64540800e+02]
 [-1.22279095e+04 -1.35376969e+04  3.64540800e+02]
 [-1.17866620e+04 -1.31286457e+04  3.64540800e+02]
 [-1.13401107e+04 -1.27241888e+04  3.64540800e+02]
 [-1.08868143e+04 -1.23420904e+04  3.64540800e+02]
 [-1.04475608e+04 -1.19733834e+04  3.64540800e+02]
 [-1.00914630e+04 -1.16508329e+04  3.60083674e+02]
 [-9.71709361e+03 -1.13189769e+04  3.53592507e+02]
 [-9.30329049e+03 -1.09655032e+04  3.45948000e+02]
 [-8.71746498e+03 -1.04577243e+04  3.31153713e+02]
 [-8.34334446e+03 -1.01396717e+04  3.24598215e+02]
 [-8.00002793e+03 -9.80802880e+03  3.18163719e+02]
 [-7.63025527e+03 -9.50487288e+03  3.08762400e+02]
 [-7.27008530e+03 -9.17670213e+03  2.99618400e+02]
 [-6.90402275e+03 -8.85592125e+03  2.98526328e+02]
 [-6.53283974e+03 -8.53552369e+03  2.90169600e+02]
 [-6.16545274e+03 -8.20590861e+03  2.78587200e+02]
 [-5.79953012e+03 -7.86704820e+03  2.71576800e+02]
 [-5.42063641e+03 -7.55350025e+03  2.60809242e+02]
 [-5.05910829e+03 -7.24395710e+03  2.55555654e+02]
 [-4.71158845e+03 -6.93905377e+03  2.49084398e+02]
 [-4.37314208e+03 -6.62886108e+03  2.41119775e+02]
 [-3.98065064e+03 -6.29705299e+03  2.34391200e+02]
 [-3.60505512e+03 -5.96906686e+03  2.25247200e+02]
 [-3.24907461e+03 -5.64399696e+03  2.15798400e+02]
 [-2.88211247e+03 -5.33096577e+03  2.07986943e+02]
 [-2.51832291e+03 -5.02038731e+03  2.01383964e+02]
 [-2.16395501e+03 -4.69990704e+03  1.94816213e+02]
 [-1.81283543e+03 -4.38838789e+03  1.88061600e+02]
 [-1.44116014e+03 -4.06689054e+03  1.78612800e+02]
 [-1.08690539e+03 -3.75981565e+03  1.75212519e+02]
 [-7.35409898e+02 -3.44611321e+03  1.68756579e+02]
 [-3.89020083e+02 -3.14017762e+03  1.60020000e+02]
 [-2.92680468e+01 -2.82502300e+03  1.50876000e+02]
 [ 3.30273870e+02 -2.51031893e+03  1.41427200e+02]
 [ 6.79059048e+02 -2.20350202e+03  1.41427200e+02]
 [ 9.86218374e+02 -1.92496671e+03  1.41427200e+02]
 [ 1.23966882e+03 -1.70402507e+03  1.41427200e+02]
 [ 1.47294870e+03 -1.50254205e+03  1.41427200e+02]]"
